customer_id,segment,predicted_clv,holdout_spend,cal_frequency,recency_days
621,Segment 2,459.73,575.54,2,48.0
622,Segment 2,798.9,3885.77,2,23.0
623,Segment 2,359.35,264.21,2,174.0
624,Segment 4,1970.31,987.72,13,22.0
625,Segment 1,112.13,0.0,0,392.0
626,Segment 2,235.95,0.0,1,140.0
627,Segment 0,347.62,319.77,3,180.0
628,Segment 4,1879.26,1862.93,14,40.0
629,Segment 2,306.72,1299.32,0,97.0
630,Segment 1,173.38,0.0,1,292.0
631,Segment 4,608.57,0.0,2,103.0
632,Segment 4,428.4,0.0,6,225.0
633,Segment 4,414.94,0.0,2,207.0
634,Segment 2,464.42,402.56,3,134.0
635,Segment 4,327.74,0.0,2,193.0
636,Segment 4,1532.89,1243.28,5,49.0
637,Segment 2,344.68,944.65,1,126.0
638,Segment 2,201.29,0.0,1,121.0
639,Segment 4,2477.08,386.6,13,41.0
640,Segment 0,106.2,0.0,0,418.0
641,Segment 0,110.04,0.0,1,377.0
642,Segment 2,348.47,666.84,1,159.0
643,Segment 1,405.67,0.0,1,91.0
644,Segment 2,192.3,779.33,0,198.0
645,Segment 1,541.38,346.53,3,7.0
646,Segment 4,307.74,207.68,1,60.0
647,Segment 2,289.63,286.46,0,107.0
648,Segment 2,185.46,0.0,0,208.0
649,Segment 4,539.49,187.71,8,175.0
650,Segment 4,1890.19,708.76,8,124.0
651,Segment 1,182.25,0.0,1,390.0
652,Segment 2,167.58,282.45,0,238.0
653,Segment 4,3279.79,3006.27,14,11.0
654,Segment 0,104.5,0.0,0,426.0
655,Segment 0,106.85,0.0,0,415.0
656,Segment 2,198.9,0.0,0,189.0
657,Segment 4,1566.29,2430.7,8,16.0
658,Segment 2,896.8,892.64,3,35.0
659,Segment 2,352.51,0.0,0,75.0
660,Segment 1,187.94,0.0,1,145.0
661,Segment 0,159.22,0.0,2,352.0
662,Segment 0,96.75,0.0,0,466.0
663,Segment 4,532.14,447.62,3,13.0
664,Segment 2,172.57,60.7,0,229.0
665,Segment 2,176.66,0.0,0,222.0
666,Segment 4,661.8,1285.65,3,70.0
667,Segment 0,106.42,0.0,0,417.0
668,Segment 1,1697.49,1313.49,4,57.0
669,Segment 4,3079.68,6076.96,36,5.0
670,Segment 0,241.66,0.0,3,310.0
671,Segment 4,388.26,0.0,6,202.0
672,Segment 4,581.76,703.75,6,50.0
673,Segment 0,85.23,0.0,0,539.0
674,Segment 2,160.86,0.0,0,251.0
675,Segment 4,925.5,0.0,11,208.0
676,Segment 0,134.23,250.26,1,259.0
677,Segment 4,513.17,499.21,5,14.0
678,Segment 4,1596.8,3514.97,7,35.0
679,Segment 4,461.35,984.72,6,169.0
680,Segment 4,1121.45,1103.15,6,7.0
681,Segment 4,389.71,0.0,6,225.0
682,Segment 2,184.15,0.0,0,210.0
683,Segment 2,352.51,0.0,0,75.0
684,Segment 0,97.3,133.62,0,463.0
685,Segment 0,104.5,0.0,0,426.0
686,Segment 4,345.51,259.6,2,27.0
687,Segment 2,466.3,0.0,1,48.0
688,Segment 0,113.84,0.0,0,385.0
689,Segment 4,376.18,0.0,5,8.0
690,Segment 4,3665.3,2721.96,11,4.0
691,Segment 2,278.27,0.0,1,81.0
692,Segment 2,640.71,0.0,0,9.0
693,Segment 2,493.55,0.0,0,33.0
694,Segment 4,1909.39,947.72,24,9.0
695,Segment 2,1261.04,653.45,2,4.0
696,Segment 4,272.05,300.88,2,144.0
697,Segment 0,83.56,0.0,1,480.0
698,Segment 2,563.59,0.0,0,20.0
699,Segment 2,194.45,0.0,0,195.0
700,Segment 0,223.4,589.68,2,168.0
701,Segment 4,750.92,0.0,4,69.0
702,Segment 4,475.37,221.24,4,65.0
703,Segment 2,178.48,0.0,0,219.0
704,Segment 4,262.28,166.4,4,21.0
705,Segment 4,437.39,0.0,2,11.0
706,Segment 2,166.51,430.5,0,240.0
707,Segment 4,1394.0,328.28,8,14.0
708,Segment 4,469.47,419.57,6,69.0
709,Segment 1,158.41,0.0,1,268.0
710,Segment 2,184.15,0.0,0,210.0
711,Segment 1,132.14,0.0,1,202.0
712,Segment 4,489.57,553.92,2,147.0
713,Segment 2,202.77,0.0,0,184.0
714,Segment 2,226.67,164.96,1,181.0
715,Segment 1,164.41,0.0,0,244.0
716,Segment 2,468.73,473.96,2,13.0
717,Segment 4,341.02,283.18,5,205.0
718,Segment 2,429.88,0.0,1,76.0
719,Segment 4,251.91,0.0,2,71.0
720,Segment 4,2817.0,4139.08,16,6.0
721,Segment 2,161.36,0.0,0,250.0
722,Segment 2,1135.9,967.78,1,53.0
723,Segment 4,1157.29,2278.86,10,11.0
724,Segment 4,2124.86,2279.75,19,7.0
725,Segment 1,1777.64,1342.37,4,6.0
726,Segment 4,1593.38,3298.0,12,26.0
727,Segment 2,210.98,0.0,0,174.0
728,Segment 2,179.71,0.0,0,217.0
729,Segment 0,133.8,0.0,1,191.0
730,Segment 4,376.05,590.93,2,205.0
731,Segment 0,229.85,258.4,2,188.0
732,Segment 0,299.35,542.73,2,207.0
733,Segment 4,655.37,115.5,4,124.0
734,Segment 1,162.87,0.0,0,247.0
735,Segment 1,372.03,787.44,1,28.0
736,Segment 0,121.44,93.66,1,375.0
737,Segment 1,247.01,0.0,0,138.0
738,Segment 4,629.83,1535.85,3,34.0
739,Segment 0,108.4,0.0,0,408.0
740,Segment 1,103.03,0.0,2,411.0
741,Segment 0,212.6,0.0,4,251.0
742,Segment 0,86.36,0.0,0,531.0
743,Segment 4,330.76,361.11,9,222.0
744,Segment 2,343.97,329.37,3,92.0
745,Segment 0,350.64,0.0,5,200.0
746,Segment 4,253.63,390.09,1,57.0
747,Segment 1,395.22,0.0,3,167.0
748,Segment 0,230.45,87.4,4,231.0
749,Segment 4,678.35,2089.85,2,193.0
750,Segment 1,489.46,0.0,2,76.0
751,Segment 1,311.26,365.29,1,196.0
752,Segment 2,486.68,272.42,1,30.0
753,Segment 0,128.09,63.75,0,334.0
754,Segment 2,185.46,0.0,0,208.0
755,Segment 1,371.7,0.0,3,159.0
756,Segment 4,767.69,1360.61,9,53.0
757,Segment 2,167.58,0.0,0,238.0
758,Segment 0,119.86,15.0,1,295.0
759,Segment 4,380.11,570.56,1,11.0
760,Segment 2,568.11,910.15,2,14.0
761,Segment 1,803.77,297.78,3,14.0
762,Segment 2,156.99,0.0,0,259.0
763,Segment 4,725.56,945.58,7,23.0
764,Segment 0,91.5,0.0,0,497.0
765,Segment 4,2358.48,4110.45,6,62.0
766,Segment 4,1557.96,947.2,13,6.0
767,Segment 4,4399.97,6228.72,29,15.0
768,Segment 1,558.01,1008.59,2,21.0
769,Segment 4,2904.73,3306.66,9,11.0
770,Segment 2,166.51,0.0,0,240.0
771,Segment 4,1844.28,2195.62,13,67.0
772,Segment 2,264.58,0.0,0,124.0
773,Segment 1,1095.01,484.8,4,174.0
774,Segment 4,535.68,805.11,3,123.0
775,Segment 2,184.8,0.0,0,209.0
776,Segment 0,345.05,0.0,2,219.0
777,Segment 4,1049.76,1865.13,2,113.0
778,Segment 1,122.09,0.0,0,354.0
779,Segment 1,305.03,382.82,2,349.0
780,Segment 2,648.79,0.0,0,8.0
781,Segment 4,2932.49,7058.45,4,84.0
782,Segment 2,370.11,0.0,0,68.0
783,Segment 2,330.1,855.54,0,85.0
784,Segment 1,310.38,0.0,0,95.0
785,Segment 0,109.51,0.0,4,270.0
786,Segment 4,871.08,0.0,3,65.0
787,Segment 2,350.13,0.0,0,76.0
788,Segment 1,183.5,381.26,0,211.0
789,Segment 1,299.04,0.0,3,239.0
790,Segment 0,276.8,0.0,1,280.0
791,Segment 2,1873.77,1503.96,4,53.0
792,Segment 2,179.71,892.5,0,217.0
793,Segment 2,534.4,1490.62,0,25.0
794,Segment 2,167.04,0.0,0,239.0
795,Segment 2,546.51,0.0,3,64.0
796,Segment 1,211.84,0.0,0,173.0
797,Segment 1,206.8,0.0,0,179.0
798,Segment 1,373.72,0.0,1,313.0
799,Segment 4,1322.3,2324.55,3,84.0
800,Segment 2,194.52,0.0,1,222.0
801,Segment 2,160.37,772.9,0,252.0
802,Segment 2,980.45,199.76,1,11.0
803,Segment 1,296.63,0.0,1,204.0
804,Segment 2,166.51,0.0,0,240.0
805,Segment 4,1738.0,2555.46,7,15.0
806,Segment 4,426.89,0.0,4,88.0
807,Segment 0,122.96,0.0,0,351.0
808,Segment 1,609.98,4122.28,3,198.0
809,Segment 2,248.18,0.0,0,137.0
810,Segment 2,335.05,0.0,1,222.0
811,Segment 2,174.88,0.0,0,225.0
812,Segment 0,107.73,627.15,0,411.0
813,Segment 2,462.64,540.07,0,40.0
814,Segment 2,625.14,0.0,0,11.0
815,Segment 0,93.46,0.0,0,485.0
816,Segment 0,188.56,0.0,3,391.0
817,Segment 4,1503.21,1400.97,13,22.0
818,Segment 2,296.48,307.72,1,208.0
819,Segment 1,260.61,954.37,0,127.0
820,Segment 4,680.73,937.41,6,102.0
821,Segment 2,397.54,0.0,1,0.0
822,Segment 0,137.4,0.0,2,272.0
823,Segment 1,112.61,0.0,0,390.0
824,Segment 0,342.59,312.95,2,180.0
825,Segment 0,118.43,75.0,1,195.0
826,Segment 2,563.59,34.68,0,20.0
827,Segment 4,414.1,0.0,4,12.0
828,Segment 1,228.65,0.0,1,235.0
829,Segment 1,182.84,0.0,2,386.0
830,Segment 3,9932.4,16867.22,50,15.0
831,Segment 4,538.95,590.12,5,71.0
832,Segment 0,104.08,0.0,0,428.0
833,Segment 0,63.88,0.0,2,447.0
834,Segment 4,565.13,1000.5,3,104.0
835,Segment 0,143.88,0.0,2,280.0
836,Segment 0,84.54,712.5,0,544.0
837,Segment 4,307.38,404.83,3,13.0
838,Segment 4,2447.25,2752.79,17,12.0
839,Segment 4,807.21,1008.67,4,98.0
840,Segment 2,168.66,0.0,0,236.0
841,Segment 1,157.94,0.0,0,257.0
842,Segment 4,598.75,1222.64,2,102.0
843,Segment 4,1659.73,2273.3,14,46.0
844,Segment 4,268.26,368.1,3,23.0
845,Segment 0,131.97,201.78,0,322.0
846,Segment 4,561.99,1269.1,4,214.0
847,Segment 0,145.55,0.0,1,379.0
848,Segment 0,196.45,0.0,3,309.0
849,Segment 0,338.7,534.24,2,193.0
850,Segment 2,262.86,3794.49,1,184.0
851,Segment 0,121.81,0.0,0,355.0
852,Segment 4,436.82,0.0,2,63.0
853,Segment 1,116.41,0.0,2,231.0
854,Segment 2,167.04,296.64,0,239.0
855,Segment 0,59.46,0.0,2,475.0
856,Segment 0,267.83,0.0,5,256.0
857,Segment 2,319.98,0.0,1,182.0
858,Segment 0,102.85,0.0,0,434.0
859,Segment 1,173.9,0.0,10,238.0
860,Segment 4,1666.65,2081.68,8,26.0
861,Segment 4,1084.03,1365.18,8,12.0
862,Segment 4,1855.7,1308.78,8,19.0
863,Segment 2,450.18,0.0,2,67.0
864,Segment 1,305.08,171.98,1,97.0
865,Segment 0,99.9,0.0,0,449.0
866,Segment 1,481.1,365.4,4,174.0
867,Segment 1,596.18,1559.06,0,15.0
868,Segment 0,65.66,0.0,1,496.0
869,Segment 1,4526.24,3966.35,7,22.0
870,Segment 0,166.99,0.0,1,432.0
871,Segment 1,822.37,1445.0,2,215.0
872,Segment 4,391.18,0.0,4,60.0
873,Segment 4,734.16,674.68,3,202.0
874,Segment 0,210.07,0.0,1,254.0
875,Segment 0,230.94,297.95,2,216.0
876,Segment 3,3211.93,2074.13,53,9.0
877,Segment 0,97.66,0.0,0,461.0
878,Segment 0,215.39,0.0,1,271.0
879,Segment 4,610.93,181.38,5,140.0
880,Segment 2,304.33,0.0,2,44.0
881,Segment 2,1217.16,153.3,2,25.0
882,Segment 4,493.82,510.87,3,89.0
883,Segment 4,576.62,938.55,5,19.0
884,Segment 1,477.69,0.0,3,277.0
885,Segment 1,397.39,0.0,3,8.0
886,Segment 0,139.74,0.0,1,224.0
887,Segment 4,891.49,810.57,6,0.0
888,Segment 4,177.19,0.0,1,40.0
889,Segment 4,321.86,0.0,2,49.0
890,Segment 4,928.1,0.0,8,41.0
891,Segment 4,272.39,166.6,3,21.0
892,Segment 4,3481.54,3432.93,12,4.0
893,Segment 2,431.9,213.84,1,97.0
894,Segment 0,97.48,0.0,0,462.0
895,Segment 4,1293.49,184.19,24,55.0
896,Segment 2,551.53,954.54,0,22.0
897,Segment 2,625.07,0.0,1,83.0
898,Segment 2,271.49,0.0,0,119.0
899,Segment 4,1090.93,972.44,7,40.0
900,Segment 1,217.14,152.32,0,167.0
901,Segment 4,413.25,0.0,5,90.0
902,Segment 0,85.37,0.0,0,538.0
903,Segment 2,694.21,692.37,1,33.0
904,Segment 2,184.8,1136.77,0,209.0
905,Segment 1,929.65,0.0,2,96.0
906,Segment 4,298.22,102.84,3,82.0
907,Segment 1,256.83,216.85,2,287.0
908,Segment 1,1503.42,1991.54,1,0.0
909,Segment 2,566.24,0.0,4,124.0
910,Segment 4,151.11,0.0,1,51.0
911,Segment 2,452.3,314.7,3,62.0
912,Segment 4,732.03,1785.16,5,183.0
913,Segment 1,93.63,0.0,0,484.0
914,Segment 4,348.12,0.0,3,68.0
915,Segment 1,190.26,205.1,1,249.0
916,Segment 0,190.56,152.2,2,236.0
917,Segment 4,247.24,687.72,2,55.0
918,Segment 2,280.03,1243.41,1,46.0
919,Segment 2,161.36,110.8,0,250.0
920,Segment 4,1029.7,1728.45,7,67.0
921,Segment 4,1462.24,1595.64,2,7.0
922,Segment 2,523.56,520.98,0,27.0
923,Segment 2,404.77,345.9,0,56.0
924,Segment 1,84.27,0.0,0,546.0
925,Segment 4,959.48,1632.97,6,9.0
926,Segment 2,617.64,126.66,0,12.0
927,Segment 0,101.26,0.0,0,442.0
928,Segment 4,430.0,0.0,4,13.0
929,Segment 2,352.51,124.15,0,75.0
930,Segment 1,2049.21,3115.56,17,7.0
931,Segment 2,184.15,0.0,0,210.0
932,Segment 2,245.33,0.0,1,233.0
933,Segment 4,653.77,776.55,6,82.0
934,Segment 4,489.95,315.69,5,48.0
935,Segment 0,172.14,0.0,1,275.0
936,Segment 1,246.6,0.0,1,235.0
937,Segment 4,284.82,0.0,16,184.0
938,Segment 0,214.32,0.0,1,442.0
939,Segment 4,272.41,163.05,3,48.0
940,Segment 2,216.03,0.0,1,198.0
941,Segment 2,462.23,438.83,2,8.0
942,Segment 2,180.33,0.0,0,216.0
943,Segment 2,293.51,397.15,1,51.0
944,Segment 2,584.07,405.65,3,0.0
945,Segment 2,197.4,0.0,0,191.0
946,Segment 4,137.06,0.0,1,127.0
947,Segment 1,1480.75,1830.03,8,13.0
948,Segment 0,93.97,0.0,0,482.0
949,Segment 1,250.59,0.0,5,188.0
950,Segment 4,1840.66,2508.83,7,9.0
951,Segment 2,166.41,0.0,1,237.0
952,Segment 4,790.13,343.38,10,88.0
953,Segment 0,258.53,0.0,1,320.0
954,Segment 4,685.75,0.0,9,23.0
955,Segment 4,922.11,1196.06,4,53.0
956,Segment 4,400.86,0.0,24,162.0
957,Segment 2,247.85,130.04,1,142.0
958,Segment 4,259.14,856.84,2,242.0
959,Segment 1,322.21,0.0,2,236.0
960,Segment 2,272.56,227.3,2,175.0
961,Segment 2,421.23,0.0,0,51.0
962,Segment 4,950.02,1696.34,16,0.0
963,Segment 2,610.31,0.0,0,13.0
964,Segment 4,315.17,258.48,3,61.0
965,Segment 2,178.48,0.0,0,219.0
966,Segment 4,2176.62,3967.55,16,27.0
967,Segment 4,712.11,1301.55,6,49.0
968,Segment 2,179.71,0.0,0,217.0
969,Segment 4,315.17,302.34,3,177.0
970,Segment 2,181.58,0.0,0,214.0
971,Segment 2,257.05,0.0,1,117.0
972,Segment 0,165.75,0.0,1,197.0
973,Segment 0,93.13,781.03,0,487.0
974,Segment 1,214.2,0.0,1,114.0
975,Segment 0,224.64,0.0,2,338.0
976,Segment 0,123.54,0.0,0,349.0
977,Segment 0,205.16,347.0,1,257.0
978,Segment 2,383.8,2336.62,0,63.0
979,Segment 0,207.56,379.65,3,257.0
980,Segment 4,1561.0,1064.09,13,7.0
981,Segment 4,607.59,340.9,5,12.0
982,Segment 2,605.15,42.45,2,13.0
983,Segment 4,1436.75,1014.13,10,71.0
984,Segment 0,142.42,396.97,0,293.0
985,Segment 0,144.8,0.0,2,324.0
986,Segment 1,163.36,0.0,1,208.0
987,Segment 0,175.73,147.29,2,303.0
988,Segment 1,1808.89,3097.73,12,6.0
989,Segment 4,181.36,0.0,1,120.0
990,Segment 4,406.05,320.12,2,19.0
991,Segment 0,276.78,428.89,2,189.0
992,Segment 1,96.75,0.0,0,466.0
993,Segment 0,238.14,0.0,1,195.0
994,Segment 2,449.55,30.12,1,51.0
995,Segment 1,184.15,675.51,0,210.0
996,Segment 0,123.83,0.0,0,348.0
997,Segment 0,110.0,0.0,0,401.0
998,Segment 4,431.35,731.16,8,51.0
999,Segment 4,625.43,837.65,7,167.0
1000,Segment 1,101.65,0.0,0,440.0
1001,Segment 0,253.8,0.0,2,260.0
1002,Segment 2,376.36,1379.71,2,138.0
1003,Segment 4,1685.54,0.0,7,126.0
1004,Segment 0,111.7,0.0,1,376.0
1005,Segment 2,197.22,544.18,4,216.0
1006,Segment 0,122.13,0.0,1,352.0
1007,Segment 0,127.46,0.0,0,336.0
1008,Segment 1,90.39,0.0,0,504.0
1009,Segment 4,605.64,188.57,8,18.0
1010,Segment 1,193.73,0.0,0,196.0
1011,Segment 0,109.31,0.0,0,404.0
1012,Segment 1,379.07,0.0,1,60.0
1013,Segment 4,428.28,1018.1,3,12.0
1014,Segment 0,93.63,0.0,0,484.0
1015,Segment 4,2721.64,4904.36,11,18.0
1016,Segment 2,731.59,1279.92,1,53.0
1017,Segment 2,1796.25,1691.77,2,9.0
1018,Segment 4,752.71,1508.24,4,41.0
1019,Segment 4,1107.65,949.75,9,50.0
1020,Segment 4,454.65,1071.03,2,250.0
1021,Segment 2,713.94,407.67,2,60.0
1022,Segment 2,488.88,387.9,0,34.0
1023,Segment 2,164.41,1033.34,0,244.0
1024,Segment 0,105.98,0.0,0,419.0
1025,Segment 0,132.43,0.0,2,448.0
1026,Segment 1,347.05,0.0,1,23.0
1027,Segment 4,416.49,519.44,6,190.0
1028,Segment 2,186.12,0.0,0,207.0
1029,Segment 4,659.94,1215.58,3,42.0
1030,Segment 4,416.39,0.0,6,208.0
1031,Segment 2,647.96,0.0,5,64.0
1032,Segment 4,613.85,1090.82,5,15.0
1033,Segment 1,198.9,79.2,0,189.0
1034,Segment 4,567.98,456.84,3,64.0
1035,Segment 0,141.64,0.0,0,295.0
1036,Segment 4,1451.06,1534.49,7,9.0
1037,Segment 4,577.91,549.32,4,49.0
1038,Segment 4,302.15,216.95,2,145.0
1039,Segment 2,640.71,229.8,0,9.0
1040,Segment 4,1098.16,1705.87,4,12.0
1041,Segment 4,1593.42,0.0,10,13.0
1042,Segment 1,185.46,0.0,0,208.0
1043,Segment 0,107.73,0.0,0,411.0
1044,Segment 1,626.65,364.82,5,20.0
1045,Segment 4,485.46,189.47,3,188.0
1046,Segment 2,523.17,0.0,2,194.0
1047,Segment 4,131.64,20.6,2,95.0
1048,Segment 4,3027.75,2507.19,24,9.0
1049,Segment 2,180.95,218.55,0,215.0
1050,Segment 2,189.5,0.0,0,202.0
1051,Segment 4,131.42,0.0,1,109.0
1052,Segment 1,166.51,0.0,0,240.0
1053,Segment 2,316.04,178.38,0,92.0
1054,Segment 0,123.75,0.0,1,347.0
1055,Segment 2,232.44,0.0,1,212.0
1056,Segment 0,128.91,0.0,2,301.0
1057,Segment 4,2138.28,1327.53,8,147.0
1058,Segment 2,154.2,0.0,0,265.0
1059,Segment 1,267.68,0.0,3,93.0
1060,Segment 2,223.88,72.0,1,188.0
1061,Segment 2,163.38,0.0,0,246.0
1062,Segment 0,101.06,0.0,0,443.0
1063,Segment 2,160.37,910.0,0,252.0
1064,Segment 2,188.14,0.0,0,204.0
1065,Segment 1,980.36,616.74,3,21.0
1066,Segment 4,502.72,0.0,8,182.0
1067,Segment 3,46288.44,36632.91,67,0.0
1068,Segment 4,265.07,2218.65,4,21.0
1069,Segment 0,564.41,0.0,2,229.0
1070,Segment 0,135.46,0.0,1,404.0
1071,Segment 1,120.96,308.58,0,358.0
1072,Segment 4,520.17,1321.46,6,48.0
1073,Segment 1,159.39,0.0,0,254.0
1074,Segment 2,159.87,0.0,0,253.0
1075,Segment 2,261.92,0.0,0,126.0
1076,Segment 0,435.86,393.72,4,181.0
1077,Segment 4,216.44,0.0,1,110.0
1078,Segment 4,1195.5,0.0,3,75.0
1079,Segment 2,343.19,0.0,0,79.0
1080,Segment 4,520.49,5774.41,4,123.0
1081,Segment 0,145.93,180.48,1,231.0
1082,Segment 4,584.49,0.0,7,26.0
1083,Segment 4,195.94,0.0,1,54.0
1084,Segment 0,275.7,0.0,2,216.0
1085,Segment 2,150.64,0.0,0,273.0
1086,Segment 4,2350.57,0.0,15,89.0
1087,Segment 2,347.78,0.0,0,77.0
1088,Segment 1,502.89,874.42,3,48.0
1089,Segment 2,499.17,0.0,1,54.0
1090,Segment 4,832.35,702.94,7,13.0
1091,Segment 2,617.41,367.8,1,46.0
1092,Segment 2,188.82,524.14,0,203.0
1093,Segment 4,1413.61,905.69,4,90.0
1094,Segment 4,450.5,0.0,4,25.0
1095,Segment 0,100.67,0.0,0,445.0
1096,Segment 1,1016.69,228.96,5,33.0
1097,Segment 0,90.37,333.48,3,419.0
1098,Segment 4,783.07,522.21,12,6.0
1099,Segment 0,190.13,0.0,2,243.0
1100,Segment 2,827.61,0.0,1,27.0
1101,Segment 0,175.45,0.0,1,218.0
1102,Segment 1,190.56,0.0,1,316.0
1103,Segment 1,2166.76,1942.44,8,42.0
1104,Segment 1,572.97,372.27,4,68.0
1105,Segment 2,648.79,0.0,0,8.0
1106,Segment 2,188.14,0.0,0,204.0
1107,Segment 0,127.77,216.9,0,335.0
1108,Segment 4,471.04,0.0,4,48.0
1109,Segment 1,534.4,505.47,0,25.0
1110,Segment 2,1329.56,1472.84,4,21.0
1111,Segment 2,660.27,986.99,1,25.0
1112,Segment 2,301.38,263.2,0,100.0
1113,Segment 1,122.09,291.54,0,354.0
1114,Segment 2,177.26,0.0,0,221.0
1115,Segment 2,210.08,0.0,1,181.0
1116,Segment 4,551.24,367.4,6,40.0
1117,Segment 4,897.82,958.46,7,104.0
1118,Segment 2,308.54,0.0,0,96.0
1119,Segment 2,469.75,450.71,3,16.0
1120,Segment 4,498.64,0.0,3,95.0
1121,Segment 2,255.48,126.6,1,125.0
1122,Segment 4,1533.79,3741.51,12,13.0
1123,Segment 0,93.97,0.0,0,482.0
1124,Segment 4,2096.61,839.03,11,9.0
1125,Segment 4,464.05,151.7,3,64.0
1126,Segment 0,225.17,1070.65,2,310.0
1127,Segment 0,187.87,0.0,3,401.0
1128,Segment 1,242.46,1714.96,1,225.0
1129,Segment 4,407.83,1016.53,2,145.0
1130,Segment 0,97.66,0.0,0,461.0
1131,Segment 0,138.63,0.0,0,303.0
1132,Segment 3,6928.73,9799.77,45,11.0
1133,Segment 0,73.11,0.0,1,534.0
1134,Segment 4,1304.38,1335.06,13,15.0
1135,Segment 0,251.13,0.0,3,230.0
1136,Segment 4,1344.26,1169.6,5,7.0
1137,Segment 4,649.55,894.21,4,47.0
1138,Segment 0,165.61,0.0,1,204.0
1139,Segment 0,110.7,0.0,0,398.0
1140,Segment 4,8306.3,16039.2,33,15.0
1141,Segment 0,217.36,178.7,2,299.0
1142,Segment 0,131.64,0.0,0,323.0
1143,Segment 2,180.95,360.01,0,215.0
1144,Segment 4,235.69,0.0,2,58.0
1145,Segment 4,440.34,547.56,8,42.0
1146,Segment 0,308.61,0.0,3,295.0
1147,Segment 2,663.97,1690.32,7,26.0
1148,Segment 2,224.32,0.0,2,236.0
1149,Segment 4,713.81,0.0,5,175.0
1150,Segment 1,334.21,202.64,4,172.0
1151,Segment 0,135.05,0.0,0,313.0
1152,Segment 2,193.73,0.0,0,196.0
1153,Segment 2,235.11,120.95,1,95.0
1154,Segment 0,98.95,0.0,0,454.0
1155,Segment 0,122.09,0.0,0,354.0
1156,Segment 0,296.05,0.0,3,196.0
1157,Segment 0,137.18,0.0,0,307.0
1158,Segment 4,331.16,0.0,2,244.0
1159,Segment 3,17965.07,14760.69,73,4.0
1160,Segment 4,705.82,347.16,7,102.0
1161,Segment 4,413.72,0.0,2,117.0
1162,Segment 4,7884.47,1048.36,16,62.0
1163,Segment 4,422.82,0.0,2,63.0
1164,Segment 2,563.78,1864.76,2,97.0
1165,Segment 0,184.3,0.0,2,175.0
1166,Segment 2,431.03,0.0,2,113.0
1167,Segment 2,435.39,297.0,0,47.0
1168,Segment 1,242.24,1155.41,3,335.0
1169,Segment 1,127.77,1562.12,0,335.0
1170,Segment 4,1057.32,2732.9,4,126.0
1171,Segment 2,224.63,218.28,0,159.0
1172,Segment 2,168.12,0.0,0,237.0
1173,Segment 4,663.11,0.0,5,109.0
1174,Segment 4,221.2,0.0,2,226.0
1175,Segment 4,398.75,115.49,4,69.0
1176,Segment 4,621.56,957.66,4,188.0
1177,Segment 4,1088.11,465.96,9,11.0
1178,Segment 0,99.67,0.0,1,429.0
1179,Segment 1,112.86,0.0,0,389.0
1180,Segment 4,1496.47,1105.0,14,8.0
1181,Segment 2,172.0,40.95,0,230.0
1182,Segment 2,182.86,383.85,0,212.0
1183,Segment 0,113.21,0.0,1,384.0
1184,Segment 4,273.88,506.12,3,23.0
1185,Segment 1,274.36,0.0,1,207.0
1186,Segment 2,431.95,0.0,1,19.0
1187,Segment 4,455.68,444.16,3,177.0
1188,Segment 0,142.03,0.0,0,294.0
1189,Segment 2,175.47,0.0,0,224.0
1190,Segment 2,392.51,0.0,0,60.0
1191,Segment 4,1275.48,1557.15,12,7.0
1192,Segment 2,198.9,0.0,0,189.0
1193,Segment 1,602.65,201.13,2,50.0
1194,Segment 0,86.93,0.0,0,527.0
1195,Segment 4,730.61,320.0,6,105.0
1196,Segment 4,524.21,1537.95,2,205.0
1197,Segment 4,720.47,2405.14,4,96.0
1198,Segment 1,106.2,0.0,0,418.0
1199,Segment 4,2918.65,2949.98,28,4.0
1200,Segment 0,282.94,0.0,3,308.0
1201,Segment 4,400.76,269.0,8,11.0
1202,Segment 4,336.67,0.0,4,201.0
1203,Segment 2,217.37,0.0,1,134.0
1204,Segment 1,178.81,0.0,1,237.0
1205,Segment 2,765.92,1344.6,3,40.0
1206,Segment 4,465.56,0.0,3,55.0
1207,Segment 2,195.18,0.0,0,194.0
1208,Segment 2,306.72,378.26,0,97.0
1209,Segment 2,528.92,866.24,0,26.0
1210,Segment 4,1728.41,1510.49,8,70.0
1211,Segment 4,1011.88,2207.22,6,95.0
1212,Segment 4,1098.08,3994.07,8,14.0
1213,Segment 1,226.01,0.0,2,335.0
1214,Segment 4,382.02,159.2,6,26.0
1215,Segment 4,619.73,0.0,6,166.0
1216,Segment 4,1158.11,1103.11,9,65.0
1217,Segment 1,143.11,117.24,1,278.0
1218,Segment 0,145.99,1271.57,2,355.0
1219,Segment 0,99.14,0.0,0,453.0
1220,Segment 4,921.21,2193.14,8,25.0
1221,Segment 4,9889.94,13420.06,18,21.0
1222,Segment 1,1838.79,895.55,9,26.0
1223,Segment 1,635.38,591.35,5,85.0
1224,Segment 2,648.79,107.65,0,8.0
1225,Segment 2,617.64,0.0,0,12.0
1226,Segment 4,648.49,366.11,3,26.0
1227,Segment 4,423.87,416.9,4,190.0
1228,Segment 1,365.06,1675.61,4,166.0
1229,Segment 4,278.86,0.0,2,186.0
1230,Segment 2,205.3,578.45,2,54.0
1231,Segment 2,292.89,0.0,0,105.0
1232,Segment 1,272.91,386.16,0,118.0
1233,Segment 1,200.98,2588.12,1,323.0
1234,Segment 0,103.06,0.0,0,433.0
